token_id	token	frequency
40582	టవ@@	3862
40583	వయొ@@	3862
40584	పగులు@@	3862
40585	ఖేర్@@	3862
40586	గలిగింది	3862
40587	ఐహిక@@	3862
40588	చండ్ర@@	3861
40589	తామిద్దరం	3861
40590	వేయగల@@	3860
40591	గౌరవనీయ	3860
40592	అకాడెమీ	3860
40593	పెంపుదల	3860
40594	ఫెర్నాండెజ్	3860
40595	ఎలుగెత్తి	3860
40596	చొ	3859
40597	పుంజం	3858
40598	వాచి	3858
40599	దానవ	3857
40600	సందేహాస్పద@@	3857
40601	అడ్డా	3857
40602	ఖర	3856
40603	తరగని	3856
40604	బాత్రూం	3856
40605	లయన్@@	3856
40606	ప్యానల్@@	3856
40607	సాగ	3855
40608	కరోతి@@	3855
40609	చూచే	3855
40610	ఉమామహేశ్వర	3855
40611	వీరోచిత@@	3855
40612	సదృశ	3854
40613	అల్గోరిథం	3854
40614	బెడ్ల@@	3853
40615	తరంగాల	3852
40616	ఒకొక్క@@	3851
40617	కటు	3851
40618	సువేందు	3851
40619	డిఫ్@@	3851
40620	దురవస్థ@@	3850
40621	స్టెర్@@	3850
40622	కోమటి@@	3849
40623	స్తంభింప	3849
40624	జెస్సీ@@	3849
40625	ఎక్స్క్లూజివ్	3848
40626	చించుట@@	3848
40627	వార్మింగ్	3848
40628	సారంగధర@@	3848
40629	పెసర	3848
40630	ఉడుకు@@	3848
40631	అనుభ@@	3848
40632	లిగ@@	3848
40633	చిప్సెట్@@	3848
40634	లేపాక్షి	3847
40635	దగిలి@@	3847
40636	ముఖ్యపాత్ర	3847
40637	మారేడు	3847
40638	కోయంబత్తూరు	3847
40639	సహి	3847
40640	ఉకార@@	3846
40641	మారుఁడు@@	3846
40642	దాపరిక@@	3845
40643	తెలిసికొన	3845
40644	కుశల	3845
40645	విజ్ఞాపన@@	3845
40646	సంకేత	3845
40647	తహశీల్దారు	3844
40648	వరకే@@	3843
40649	స్లైడ్@@	3843
40650	్వాల్	3843
40651	దాచుకున్న@@	3842
40652	సుషుమ్న@@	3842
40653	సీసీఐ	3842
40654	అంతరించి	3842
40655	సిద్దూ@@	3841
40656	పరిహార	3841
40657	వ్యాసాల	3841
40658	తాత్త్విక	3841
40659	బషీర్	3840
40660	ఆర్చర్@@	3840
40661	పులిహోర	3840
40662	నిర్థారించుకోండి@@	3839
40663	ఈస్టర్@@	3839
40664	నేషనలిస్ట్	3839
40665	కాథరిన్	3839
40666	భాగమైన@@	3839
40667	పుత్రా	3839
40668	నప్ప	3838
40669	స్తుంటాడు	3838
40670	యున్నా	3837
40671	యమక@@	3837
40672	ాబ్ది@@	3837
40673	విశిష్టాద్వైత@@	3837
40674	సంచిత	3836
40675	నటించనున్న	3835
40676	వేత్	3835
40677	జెడ్పీ@@	3835
40678	బ్రేకింగ్@@	3835
40679	ెదవు	3834
40680	ధిత	3834
40681	మామల	3834
40682	ఆలస్య	3834
40683	దేశ్ముఖ్	3833
40684	అరడజను	3833
40685	సంప్రోక్షణ	3833
40686	నానుడి@@	3833
40687	షారూక్	3833
40688	మైదా@@	3833
40689	దావీదు@@	3832
40690	వాచీన@@	3832
40691	అంగన్@@	3832
40692	ఏమయ్యా@@	3832
40693	హుకుం	3831
40694	నొంద	3831
40695	అర్జీ	3831
40696	క్వ	3830
40697	మాష్	3829
40698	సుల్తానా	3829
40699	టిటిడి@@	3829
40700	మల్కాజిగిరి@@	3828
40701	రన్నర్	3828
40702	శూర్పణఖ	3828
40703	ప్రణయ్@@	3828
40704	మాళవ@@	3827
40705	ఆరుగాలం	3827
40706	వలంటీర్ల	3827
40707	కటకటాల@@	3827
40708	క్రయ	3827
40709	మంథని@@	3826
40710	దానవుల@@	3826
40711	మాళి@@	3826
40712	అట్లయిన@@	3826
40713	చెలిమి@@	3826
40714	త్యాజ్య@@	3826
40715	చద్దా@@	3825
40716	నమ్మదగిన@@	3825
40717	సెన్సేషన్@@	3825
40718	ఉరవకొండ	3825
40719	గాంధారి@@	3824
40720	నరసన్న@@	3824
40721	భోళా@@	3824
40722	కాస్మెటిక్	3824
40723	బవు@@	3824
40724	స్వచ్చంద@@	3823
40725	దిక్	3823
40726	అదాలత్	3822
40727	తిట్ల@@	3821
40728	కబాలి@@	3821
40729	పడుతోందని@@	3821
40730	బూర్జువా@@	3821
40731	అలేఖ్య	3821
40732	ఆష్@@	3821
40733	డీటీ	3821
40734	అమ్ముతున్న	3820
40735	దక్షిణా	3820
40736	బెంచి@@	3820
40737	రీఫ్	3820
40738	అన్నిట@@	3820
40739	ఇంటర్మీడియట్@@	3819
40740	జాగరణ	3819
40741	టిప్	3818
40742	పావురం	3818
40743	బాష	3817
40744	లింక్డ్	3817
40745	స్టువర్ట్	3817
40746	చౌటుప్పల్@@	3816
40747	త్వర	3816
40748	ప్రజ్వలన	3816
40749	దుప్పటి@@	3816
40750	ుదయస్కాంత	3815
40751	ఫ్రీలాన్@@	3815
40752	దిగుమతుల	3815
40753	తదు	3814
40754	ఎఇ@@	3814
40755	చమత్కార	3814
40756	యాదృచ్చిక@@	3814
40757	కాదంబరి	3814
40758	యర్స్@@	3813
40759	ఫలించి	3813
40760	మద్ది	3812
40761	ధ్యేయమని	3812
40762	దర్బారు@@	3812
40763	అట్ల	3812
40764	గెహ్లాట్@@	3812
40765	చయ	3811
40766	బాసర@@	3811
40767	అవుట్పుట్@@	3811
40768	పత్	3811
40769	ఇంటివద్ద@@	3810
40770	మెహరీన్	3810
40771	ద్రోహ	3810
40772	పడటంతో@@	3810
40773	కిన్నెర	3810
40774	నాజ్@@	3809
40775	బర్గర్	3809
40776	కార్పెట్@@	3809
40777	సబు@@	3808
40778	కవచ	3807
40779	జాయతే@@	3807
40780	డిపోల@@	3807
40781	మేఘము	3807
40782	అబుదాబి@@	3806
40783	కాంటాక@@	3806
40784	పంపకం	3805
40785	కళాకారుడి@@	3805
40786	చలాకీ@@	3805
40787	సునంద	3805
40788	ధమ	3805
40789	ఐసీ	3804
40790	నాద్	3804
40791	లీన్@@	3804
40792	జనంబు	3804
40793	అసుర	3803
40794	ముండుట	3803
40795	మేడారం@@	3803
40796	నరసయ్య@@	3802
40797	శ్రీరామచంద్ర	3802
40798	రజస్వల@@	3801
40799	సెల్సియస్@@	3801
40800	సంక్ర@@	3801
40801	దశమ	3801
40802	వెండర్	3801
40803	మన్నె	3800
40804	యూదా@@	3800
40805	అభిమన్యు	3800
40806	వింటి	3800
40807	ఈస్ట్రోజెన్	3800
40808	ప్రమోద్@@	3800
40809	అడగ్గా	3799
40810	మన్నన	3799
40811	ప్రబోధ	3799
40812	వడగాల్పు@@	3799
40813	కంపార్ట్మెంట్	3798
40814	సెరా@@	3797
40815	దృగ్విషయం@@	3797
40816	గుద్ది	3797
40817	సహచరుల	3796
40818	చతుర్విధ	3796
40819	తుమ్మెద	3796
40820	ఇందాక@@	3796
40821	టిట్యూడ్@@	3796
40822	దేరిన	3796
40823	నూజివీడు@@	3795
40824	అందగత్తె@@	3795
40825	సత్త్వ	3795
40826	ఆషామాషీ	3794
40827	పూడ్చి	3794
40828	గులాం@@	3794
40829	రన్వే@@	3794
40830	హాక్@@	3794
40831	కరీనా@@	3794
40832	జమ్మ	3792
40833	సామజిక	3792
40834	ఉత్సుకత	3792
40835	ఊరడ@@	3792
40836	పద్మజ	3791
40837	మెతుకు	3791
40838	కౌమార	3791
40839	ఏంటనే	3790
40840	లారెన్స్@@	3790
40841	మచ్@@	3789
40842	మాడుగుల	3788
40843	కుళాయి@@	3788
40844	మ్యా	3788
40845	రమున@@	3787
40846	నరయ@@	3787
40847	వత్తి	3786
40848	ద్రవిడ@@	3786
40849	మెలిగి@@	3784
40850	మెక్సికన్	3784
40851	కలగడం@@	3783
40852	అర్థాంతరంగా	3783
40853	మట్టా@@	3783
40854	వామపక్ష@@	3783
40855	ట్రిష@@	3782
40856	ధామ్@@	3781
40857	పర్యవేక్ష@@	3781
40858	కోనేరు@@	3781
40859	ఒంటె	3781
40860	చెలంగ@@	3780
40861	యదార్ధ@@	3780
40862	వాదీ@@	3780
40863	డైలమా@@	3780
40864	హార్బర్@@	3780
40865	జీఓ@@	3779
40866	థాన్	3779
40867	రేషు	3779
40868	ప్రాబ్లం	3778
40869	ఐపీఓ	3777
40870	బాంబ్@@	3777
40871	హ్యారీ@@	3777
40872	రట్టు@@	3776
40873	వ్యస్త@@	3776
40874	బోల్డ్@@	3776
40875	స్పెషాలిటీ@@	3776
40876	బాయిలర్@@	3776
40877	కొలతల	3776
40878	పుంగనూరు@@	3775
40879	బహుశ	3775
40880	అసోసియేట్@@	3775
40881	శబరి@@	3775
40882	ప్రే	3775
40883	బొల్లి@@	3775
40884	టిప్స్@@	3774
40885	తరుఫున	3773
40886	సైదులు	3772
40887	టెమ్	3771
40888	గోరుచు@@	3771
40889	ఎనిమిదేండ్ల@@	3771
40890	ముగఁ@@	3771
40891	మందీ	3771
40892	ోదయం@@	3771
40893	పాడుతూ@@	3771
40894	డెబిట్@@	3771
40895	మెలోడీ	3771
40896	తటాలున	3770
40897	కోవర్టు@@	3770
40898	వామన	3770
40899	కరచాలనం	3769
40900	సంకేతాల	3769
40901	తణుకు@@	3769
40902	వారెవరైన@@	3768
40903	ఉదాత్త	3768
40904	బ్యారెల్	3768
40905	మధ్యమున@@	3767
40906	గిల్లి@@	3766
40907	యెచ్చట@@	3766
40908	ఓడరేవు	3766
40909	అలెన్	3766
40910	కుదిర్@@	3765
40911	నిదుర	3765
40912	దెలిపి	3765
40913	వక్తవ్య@@	3765
40914	కదిరి@@	3765
40915	తాండవ	3764
40916	చిల్@@	3764
40917	వూళ్ళో	3764
40918	దెల్పి@@	3763
40919	ఝుళి@@	3763
40920	జావెలిన్	3763
40921	శాయ	3762
40922	యూనిఫార@@	3761
40923	దేవుల	3761
40924	మర్మము@@	3761
40925	పృథ్వి	3759
40926	కొంది	3759
40927	ప్లీహ@@	3759
40928	యుత్తమ	3758
40929	అనాగరిక@@	3758
40930	ప్రభో	3757
40931	కోరుట్ల@@	3757
40932	రామకథ@@	3757
40933	వీవ	3756
40934	కుహరం@@	3756
40935	న్షు	3756
40936	గోలకొండ	3756
40937	పాయల్@@	3755
40938	చండీ	3755
40939	మధుసూధన@@	3755
40940	అడిలైడ్	3754
40941	జేమ్స్@@	3754
40942	ర్థే@@	3753
40943	జీజీహెచ్@@	3753
40944	పిఠా@@	3753
40945	భాద్ర	3752
40946	వళీ@@	3752
40947	ఘన్పూర్	3752
40948	సేఫ్టీ@@	3752
40949	దుక్క@@	3752
40950	గుంత	3752
40951	కలబంద@@	3751
40952	హుస్నాబాద్@@	3751
40953	సుఖశాంతు@@	3750
40954	ఇదియే@@	3750
40955	పేజి@@	3750
40956	రేణుకా@@	3750
40957	కపిల	3749
40958	శివాజి	3749
40959	ంజనేయ	3749
40960	ట్రిగ్గర్	3749
40961	దుగ్గిరాల	3748
40962	ముఖా	3748
40963	అలసి	3747
40964	లాడాయి@@	3747
40965	పదార్ధము	3747
40966	సైన్సు@@	3747
40967	కుదుళ్ల@@	3747
40968	హైడ్	3747
40969	స్నానపు	3747
40970	నేపధ్య	3746
40971	నంబర్ల	3745
40972	దొరికి	3745
40973	ఆర్దిక	3745
40974	మిస్డ్	3744
40975	షమి@@	3744
40976	ళూరు@@	3743
40977	పేచీ	3743
40978	మ్యాథ్స్@@	3743
40979	సవ్యాఖ్యా@@	3743
40980	నెరుంగ@@	3742
40981	క్యాసినో@@	3742
40982	బ్రిటిష్@@	3742
40983	వారసుల	3742
40984	కృత్తిక@@	3742
40985	దాంట్లో@@	3741
40986	ఆస	3741
40987	బ్యాంగ్@@	3741
40988	మహేశ@@	3740
40989	అలరారు@@	3740
40990	జిఎస్టి@@	3740
40991	ెనని@@	3740
40992	డేగ	3739
40993	ధరి	3739
40994	కేశవ్@@	3739
40995	శమంతక@@	3738
40996	తంజావూరు@@	3738
40997	అనా	3738
40998	కూనంనేని	3738
40999	చెప్తే@@	3738
41000	సాద	3737
41001	దలఁ	3737
41002	నహుష@@	3737
41003	ఇంపీరియల్	3737
41004	అశ్వనీదత్	3736
41005	ముందడుగు@@	3736
41006	జీవు	3736
41007	ాళ	3735
41008	జెయింట్	3735
41009	పలమనేరు	3735
41010	స్టంప్	3735
41011	రోబోట్	3735
41012	అక్కసు	3735
41013	ప్రకరణ	3735
41014	చాడ@@	3734
41015	తలి	3734
41016	రీజన్@@	3734
41017	రసీదు	3734
41018	జిజ్ఞాసువు@@	3733
41019	పాదు	3733
41020	స్టీరియో	3733
41021	గుర	3733
41022	ిచ్చి@@	3733
41023	తత్వవేత్త	3733
41024	ఆసియన్	3732
41025	ఖర్	3731
41026	ఇసా@@	3731
41027	అమానవీయ	3731
41028	దేరెను@@	3731
41029	అత్మ@@	3730
41030	సౌధ	3730
41031	థమన్@@	3730
41032	ాలపై@@	3730
41033	ఫ్యాక్ట్	3730
41034	మిర్రర్@@	3730
41035	ఆఫీసరు@@	3730
41036	ఇంప్రూవ్	3730
41037	నికోలాయ్	3729
41038	బెలారస్@@	3729
41039	పీటీఐ	3728
41040	చక్రి@@	3728
41041	ఆన	3728
41042	ముఖ్యోద్దేశ@@	3727
41043	గ్రావిటీ	3727
41044	వర్షా	3727
41045	కమ్యూనిజం	3726
41046	రట్ట@@	3726
41047	కేయూ	3725
41048	లవ్లీ@@	3725
41049	ఆజం@@	3725
41050	మిహిర@@	3725
41051	యూహ	3724
41052	తొక్కుతున్న@@	3724
41053	ఉబర్	3724
41054	ఖాకీ@@	3724
41055	సూర్	3724
41056	జమ్మికుంట@@	3724
41057	టెక్కలి@@	3724
41058	చిలువ	3724
41059	క్కర్లేదు	3723
41060	గెజిట్@@	3723
41061	దస్తావేజు@@	3723
41062	సమగ్రత	3723
41063	స్వస్థత	3723
41064	కొట్టింది	3723
41065	ాసుపత్రుల@@	3722
41066	పనిమనిషి@@	3722
41067	స్నానాల@@	3722
41068	ముక్కోణపు	3722
41069	ట్విన్@@	3722
41070	ాదయో	3721
41071	ధురీణ@@	3720
41072	వెట్రి@@	3720
41073	ఙ్ఞత@@	3720
41074	స్పిన్నింగ్	3720
41075	ఊదా@@	3719
41076	ప్రవర్తించి	3719
41077	కాఁ	3717
41078	పాల్పడటం@@	3717
41079	పౌండ్	3717
41080	ఠక్కున	3717
41081	గుట్కా@@	3717
41082	దేనని@@	3717
41083	౧౫	3716
41084	పుణే	3716
41085	గ్లేయ@@	3715
41086	తోపులాట@@	3715
41087	టామ్@@	3715
41088	పీలుస్@@	3715
41089	తులను@@	3715
41090	ఫిరాయింపు	3715
41091	అటుల	3714
41092	తాత్	3712
41093	సిద్@@	3712
41094	శీతోష్ణ	3712
41095	నంబర@@	3712
41096	భూటాన్@@	3711
41097	గేయాలు	3710
41098	సూచించు	3710
41099	బ్యాడ్మింటన్@@	3710
41100	మచ్చల	3710
41101	గరళ@@	3709
41102	జరిగాక	3709
41103	జుహు@@	3709
41104	జాఫర్@@	3709
41105	ండర్స్	3709
41106	అవకాసం	3709
41107	పోతున్నాడు	3708
41108	స్వీటీ	3708
41109	టేశ్వర	3708
41110	హిక@@	3708
41111	కట్నం@@	3707
41112	నెలా@@	3707
41113	టెప్@@	3706
41114	గ్రహిం@@	3706
41115	చాచి@@	3705
41116	ష్రాఫ్@@	3705
41117	పేలడం@@	3705
41118	తరఫున@@	3704
41119	సమాజాల@@	3704
41120	ఇంట్రడ్యూస్	3703
41121	ఆరడుగుల	3702
41122	నెజ్	3702
41123	పిళ్లై@@	3702
41124	గోపురం@@	3701
41125	బాబోయ్@@	3701
41126	సారంగ	3701
41127	ఎయిర్బ్యాగ్	3701
41128	సీడెడ్@@	3701
41129	గర్భంలో@@	3700
41130	మరచిపోయి	3700
41131	యెక్కడ	3700
41132	అంట	3699
41133	ఎంవీ	3699
41134	ఇష్టము	3699
41135	చతురత@@	3699
41136	మునగ	3699
41137	వార్మప్	3698
41138	జూమ్@@	3698
41139	చేదోడు	3697
41140	నన్నపనేని	3697
41141	పెంపుదల@@	3697
41142	కాళ	3697
41143	లన్నిటి	3697
41144	మధురై	3696
41145	దాశరథి@@	3696
41146	ఎస్టాబ్లిష్	3695
41147	ఎన్జీవోల@@	3695
41148	ధ్యక్షుల@@	3695
41149	యలర@@	3694
41150	తావి	3694
41151	సహృదయ	3694
41152	ఒమేగా@@	3693
41153	వచ్చినప్పటి@@	3693
41154	అట్లయిన	3693
41155	యఫ్@@	3693
41156	ఏటి	3692
41157	డనె	3692
41158	నిజా	3692
41159	ఎర్రకోట@@	3692
41160	డెసివిర్	3690
41161	ప్పుడైనా@@	3689
41162	బూరు@@	3689
41163	ముందటి	3689
41164	సవర్ణ@@	3689
41165	డెంగీ@@	3689
41166	మణికంఠ@@	3688
41167	అంశము	3688
41168	మోతు@@	3688
41169	టర్నల్	3687
41170	యాడు	3687
41171	లేకపోవుట	3686
41172	నాశన	3686
41173	మేమియు@@	3685
41174	నిఘంటు	3685
41175	వినుతి@@	3685
41176	బడుచున్నది	3684
41177	ఊళ్ళో@@	3684
41178	నాదెళ్ల	3684
41179	అంటి	3684
41180	లేచా@@	3684
41181	పూణె	3684
41182	కృతు	3683
41183	ఎల్లి@@	3683
41184	హత్యాచార@@	3683
41185	ట్రైనర్@@	3683
41186	స్మాల్@@	3683
41187	టైట్@@	3682
41188	ఎక్విప్మెంట్	3681
41189	డబ్బంతా	3681
41190	నందూ	3681
41191	వికీపీడియా	3680
41192	క్యాల్షియం@@	3680
41193	ఔ	3679
41194	లోపభూయిష్ట@@	3679
41195	షేడ్	3679
41196	భాగముల	3679
41197	సరయిన	3678
41198	పుష్కరిణి	3678
41199	కల్లూరు	3678
41200	సుపారీ	3678
41201	సక్సేనా	3678
41202	కజిన్	3677
41203	కరెక్టు	3677
41204	ఎకరాల్లో@@	3677
41205	కృశించి@@	3677
41206	గురవ్వ@@	3676
41207	దడపా	3676
41208	కీర్	3676
41209	ఎవ్వరు@@	3675
41210	రజస్తమో@@	3675
41211	చైన్నె	3674
41212	నిద్రాణ@@	3674
41213	చాలీ@@	3674
41214	టెర్రర్	3673
41215	పరీ	3672
41216	షనల్@@	3672
41217	ఋణము	3672
41218	మహర్షుల	3672
41219	ాదాయం	3672
41220	యింకొక@@	3671
41221	పలకడం@@	3671
41222	కంప	3671
41223	శ్రీమతి@@	3671
41224	కరకట్ట@@	3670
41225	పగడపు	3670
41226	వాజే@@	3669
41227	నిరుత్సాహ	3669
41228	గేట్స్@@	3669
41229	నాళం@@	3669
41230	పరిణీతి	3667
41231	అద్దెదారు@@	3667
41232	వస్త్రధారణ	3667
41233	హెచ్డి	3667
41234	ఎంసీఎల్ఆర్	3667
41235	తికమక@@	3666
41236	డొంక	3666
41237	ఎదిరించి@@	3666
41238	భన్సాలీ	3666
41239	మందర	3665
41240	వయవ	3665
41241	ఆరబోత	3665
41242	షమ్	3665
41243	అంతకన్న	3665
41244	లార్వా	3665
41245	బంక	3664
41246	సింధూ	3664
41247	పరశు@@	3663
41248	గుణాల	3663
41249	మేషం@@	3663
41250	అమెరి@@	3662
41251	బిహేవ్	3661
41252	ఓషధుల@@	3661
41253	ఏడో@@	3661
41254	మేడల@@	3661
41255	చనుబాలివ్వడం	3660
41256	పండిన@@	3659
41257	సోదాల@@	3659
41258	చట్ర@@	3659
41259	పిలక@@	3659
41260	వారక@@	3658
41261	మారణాయుధాల@@	3658
41262	హానికర	3657
41263	వసరం@@	3657
41264	వేసినట్లు@@	3657
41265	న్షు@@	3657
41266	వస్తుందేమో@@	3657
41267	మజ్ను	3657
41268	నదుల్లో	3656
41269	వాడికి@@	3656
41270	మకరం@@	3656
41271	డుండె@@	3656
41272	కర్మా	3656
41273	మాసి	3655
41274	టర్క్	3655
41275	వాహనంలో@@	3655
41276	శిలాజ	3655
41277	అతీంద్రియ	3654
41278	కస్తూర్బా	3654
41279	యాడి	3653
41280	మిస్సైల్	3653
41281	తెల్లవారుజామున@@	3653
41282	చీఁకటి@@	3653
41283	రాయదుర్గం@@	3653
41284	ఎల్లా	3652
41285	వదల	3649
41286	యాతఁ	3649
41287	సుదూర@@	3649
41288	లెండి	3649
41289	దొడ్డ	3648
41290	కార్బోహైడ్రేట్	3647
41291	వినైల్	3647
41292	నొద్ద	3646
41293	తలఁచి	3646
41294	గొనుచు@@	3646
41295	నామస్మరణ	3645
41296	పరిపక్వత@@	3645
41297	వింద	3645
41298	జీవేశ్వర@@	3644
41299	వైయస్@@	3643
41300	అధికరణ	3643
41301	చంచల	3643
41302	నానబెట్టాలి@@	3642
41303	బన్ని@@	3642
41304	హీట్@@	3642
41305	చత్తీస్@@	3642
41306	ప్లాస్మా@@	3641
41307	టైజ్	3641
41308	స్కూటర్ల	3639
41309	ర్తె@@	3639
41310	తలైవా	3639
41311	డెమోక్రసీ	3638
41312	తండ్రే	3638
41313	పొడవైన@@	3638
41314	హోమియో	3638
41315	డీసీఎం	3638
41316	రిలీఫ్@@	3637
41317	పువ్@@	3636
41318	తఱచు@@	3636
41319	పిఠాపురం@@	3636
41320	డుమ్మా@@	3635
41321	తిరస్కరణ	3635
41322	దొరకిన@@	3635
41323	ప్రివెన్షన్	3635
41324	డూడుల్	3635
41325	దబాంగ్	3634
41326	వడంతో@@	3634
41327	పేరూ@@	3634
41328	ఈజిప్ట్@@	3634
41329	పధం@@	3633
41330	గవర్న	3633
41331	దూబే@@	3633
41332	పెరట్లో	3633
41333	మనీషి@@	3632
41334	శానం@@	3632
41335	పడలేదు	3632
41336	సహస్రార@@	3632
41337	వారీగా@@	3630
41338	ధృతరాష్ట్ర	3630
41339	బండరాయి@@	3629
41340	సంచరించు	3629
41341	వాపి@@	3629
41342	షడ్జ@@	3629
41343	ఉపమ@@	3628
41344	మీరట్	3628
41345	అనంత్@@	3628
41346	వైవీ@@	3628
41347	కాన్పించు@@	3627
41348	సంధు	3627
41349	యశ్వంత్@@	3627
41350	బారీ	3627
41351	ఏకరూప@@	3626
41352	స్థిరపడి	3626
41353	సద	3626
41354	ఇన్స్టిట్యూషన్@@	3626
41355	గడుస్తున్న	3626
41356	సప్లై@@	3626
41357	ఫెదరర్	3626
41358	శ్రుత	3625
41359	లేకపోయారు	3625
41360	ఒండొ@@	3625
41361	బక్క	3624
41362	నరకాసుర@@	3624
41363	అదాలత్@@	3624
41364	మిఖాయిల్	3624
41365	కోఠి	3623
41366	కొవ్వొత్తి	3623
41367	ఒప్పు	3623
41368	త్రాహ@@	3622
41369	ముమ్	3622
41370	సయీద్	3622
41371	వినయం	3621
41372	తెలుగమ్మాయి	3621
41373	త్యాగి	3620
41374	చకార@@	3620
41375	సపోట@@	3620
41376	అర్ష్దీప్	3620
41377	ఘట్కేసర్	3619
41378	క్వశ్చన్@@	3619
41379	నాటకాల	3619
41380	వేదాన్త@@	3619
41381	దయ్యా	3619
41382	శపించి@@	3619
41383	మంటపం@@	3619
41384	నర్సీపట్నం@@	3618
41385	టారిఫ్@@	3618
41386	హోర్డింగ్@@	3618
41387	దనరు	3618
41388	గుల్ల	3617
41389	ఆర్టిస్టు	3617
41390	యామాస@@	3617
41391	మింగుడు@@	3616
41392	వాత్	3616
41393	హాట్స్టార్@@	3616
41394	విలేఖరి	3616
41395	సక్సస్	3616
41396	కనబడు	3616
41397	గుంతకల్లు	3616
41398	తాకడం@@	3616
41399	పంజాబు@@	3616
41400	వర్షిణి@@	3615
41401	పరాత్పరు@@	3615
41402	మగధ	3615
41403	న్తు	3615
41404	మెడి	3614
41405	వదు	3614
41406	జమదగ్ని	3614
41407	ఏంటన్న@@	3613
41408	గొంతెత్తి	3613
41409	సేయుట	3613
41410	షేడ్స్@@	3613
41411	డిసేబుల్	3613
41412	తెల్లవారి	3613
41413	రాలేక	3613
41414	లక్ష్మీనరసింహ	3613
41415	చంచల్	3613
41416	ఏలనన@@	3613
41417	పీటీ	3613
41418	డెర్మా	3613
41419	నిర్దేశిం@@	3612
41420	ఒట్టోమన్	3612
41421	క్షమా	3612
41422	తీరప్రాంత	3611
41423	డాన్సర్@@	3611
41424	అఘాయిత్యాలు	3611
41425	రెండూ@@	3611
41426	రహితం@@	3611
41427	పడవల	3611
41428	ాంధ	3611
41429	గోనె@@	3611
41430	దప	3611
41431	విశ్వేశ్వర	3610
41432	క్యాలరీ	3610
41433	గరంబు@@	3610
41434	బంక్@@	3609
41435	ప్రయాస	3609
41436	ఈర్ష్య	3609
41437	ర్వేద	3609
41438	కంటోన్మెంట్@@	3608
41439	వోక్స్	3608
41440	కించిత్	3608
41441	కజాఖ్@@	3608
41442	ఖతార్@@	3608
41443	సర్చ్	3607
41444	టెర్రరిస్ట్	3607
41445	సీతాకోకచిలుక@@	3607
41446	కాలవ్యవధి	3606
41447	గుడ్న్యూస్	3606
41448	మొగల్	3606
41449	కన్జర్వేటివ్	3606
41450	తంబ	3604
41451	నీరజ	3604
41452	చిరి	3603
41453	నేస్తం@@	3603
41454	సాగించిన@@	3602
41455	పాపి	3602
41456	వండే	3602
41457	గేదెల@@	3602
41458	అంతఃకరణ	3602
41459	స్కేలుపై	3601
41460	విదారక	3601
41461	నండూరి	3601
41462	నలవి	3600
41463	ఒకవేళ@@	3600
41464	తెల	3600
41465	సైడింగ్	3600
41466	సైప్రస్	3600
41467	పాతర@@	3600
41468	దినాలు@@	3599
41469	శమద@@	3599
41470	తరతరాల	3599
41471	పెళ్లై	3598
41472	దాస్య	3598
41473	వ్రాయఁబడిన@@	3598
41474	పాత్రధారి	3598
41475	బడడం@@	3598
41476	సియల్	3598
41477	దీదీ@@	3598
41478	టేకోవర్	3598
41479	ఇళయరాజా@@	3598
41480	ఢాకా@@	3597
41481	సైరస్	3597
41482	అతిశయోక్తి@@	3597
41483	నలిగి	3597
41484	టెర్మి@@	3597
41485	కుంటారని@@	3597
41486	బోరాడ@@	3597
41487	థాక్రే@@	3597
41488	కోస	3596
41489	మార్చు	3596
41490	ప్లై	3596
41491	ద్వే	3596
41492	తలకాయ@@	3596
41493	ట్వంటీ	3595
41494	వంటనూనె@@	3595
41495	వనజాక్ష@@	3594
41496	బద్రి@@	3594
41497	పోర్చుగీస్	3593
41498	పేర్కొన	3593
41499	గేమింగ్@@	3593
41500	కలవు	3593
41501	ఆపు	3592
41502	పాస్టర్@@	3592
41503	మెఱయు@@	3592
41504	బెండ్లి	3592
41505	పసికందు	3591
41506	భక్తవత్సల@@	3591
41507	డ్యాన్సర్	3590
41508	నిలిపివేయడం@@	3590
41509	హోరు	3589
41510	వెనకబడి	3589
41511	చోడవరం@@	3589
41512	ఉప్పొంగి	3589
41513	నమోదై	3588
41514	ముస్తాబై@@	3588
41515	మిగల్@@	3587
41516	నుజ్జు@@	3587
41517	మేళ	3587
41518	యయాతి@@	3587
41519	అక్రూర@@	3586
41520	అమృత్సర్@@	3586
41521	చిట్టీ@@	3586
41522	జరుపు	3586
41523	ఫ్రెడ్	3585
41524	ఇన్వెస్టర్	3585
41525	అంజు@@	3585
41526	నవ్వొ@@	3585
41527	వ్యాట్@@	3585
41528	లేదను	3585
41529	డిమి	3585
41530	కమాండో@@	3584
41531	తెచ్చు	3584
41532	అలసిపోయి	3583
41533	ద్రవ్యోల్బణ	3583
41534	ఎలెనా	3583
41535	మదురై	3583
41536	బూమ్	3583
41537	ఎంజైము@@	3583
41538	సైకాలజీ	3582
41539	మతాచా@@	3582
41540	పరిచయమై	3581
41541	సర్వేంద్రి@@	3581
41542	హ్యాండెడ్	3581
41543	భూయ	3580
41544	చలానా@@	3580
41545	అల్టిమేట్	3580
41546	హైస్కూలు@@	3579
41547	పగల	3579
41548	భగ్గుమన్న	3579
41549	డీపీవో	3579
41550	సైబీరియా	3579
41551	రాజ్నాథ్@@	3579
41552	ఆధునీకరణ@@	3579
41553	దురదృష్టకర	3578
41554	తెప్ప	3578
